timestamp, utilization.gpu [%]
2025/01/16 13:28:01.290, 31 %
2025/01/16 13:28:01.491, 11 %
2025/01/16 13:28:01.691, 37 %
2025/01/16 13:28:01.891, 18 %
2025/01/16 13:28:02.091, 34 %
2025/01/16 13:28:02.291, 15 %
2025/01/16 13:28:02.491, 17 %
2025/01/16 13:28:02.692, 38 %
2025/01/16 13:28:02.892, 5 %
2025/01/16 13:28:03.092, 36 %
2025/01/16 13:28:03.292, 19 %
2025/01/16 13:28:03.492, 35 %
2025/01/16 13:28:03.692, 20 %
2025/01/16 13:28:03.893, 24 %
2025/01/16 13:28:04.093, 29 %
2025/01/16 13:28:04.293, 13 %
2025/01/16 13:28:04.493, 30 %
2025/01/16 13:28:04.693, 14 %
2025/01/16 13:28:04.893, 35 %
2025/01/16 13:28:05.094, 18 %
2025/01/16 13:28:05.294, 35 %
2025/01/16 13:28:05.494, 19 %
2025/01/16 13:28:05.694, 18 %
2025/01/16 13:28:05.895, 29 %
2025/01/16 13:28:06.095, 7 %
2025/01/16 13:28:06.295, 37 %
2025/01/16 13:28:06.495, 18 %
2025/01/16 13:28:06.695, 34 %
2025/01/16 13:28:06.896, 20 %
2025/01/16 13:28:07.096, 36 %
2025/01/16 13:28:07.296, 19 %
2025/01/16 13:28:07.496, 34 %
2025/01/16 13:28:07.696, 2 %
2025/01/16 13:28:07.896, 31 %
2025/01/16 13:28:08.097, 18 %
2025/01/16 13:28:08.297, 14 %
2025/01/16 13:28:08.497, 17 %
2025/01/16 13:28:08.697, 34 %
2025/01/16 13:28:08.898, 20 %
2025/01/16 13:28:09.098, 14 %
2025/01/16 13:28:09.298, 31 %
2025/01/16 13:28:09.498, 9 %
2025/01/16 13:28:09.698, 35 %
2025/01/16 13:28:09.900, 13 %
2025/01/16 13:28:10.100, 5 %
2025/01/16 13:28:10.300, 36 %
2025/01/16 13:28:10.500, 19 %
2025/01/16 13:28:10.700, 34 %
2025/01/16 13:28:10.900, 19 %
2025/01/16 13:28:11.101, 24 %
2025/01/16 13:28:11.301, 31 %
2025/01/16 13:28:11.502, 1 %
2025/01/16 13:28:11.702, 36 %
2025/01/16 13:28:11.902, 17 %
2025/01/16 13:28:12.102, 34 %
2025/01/16 13:28:12.302, 19 %
2025/01/16 13:28:12.503, 23 %
2025/01/16 13:28:12.703, 16 %
2025/01/16 13:28:12.903, 13 %
2025/01/16 13:28:13.103, 35 %
2025/01/16 13:28:13.303, 19 %
2025/01/16 13:28:13.503, 37 %
2025/01/16 13:28:13.704, 17 %
2025/01/16 13:28:13.904, 13 %
